annotation_id,annotator,created_at,id,label,lead_time,text,updated_at
34,1,2025-01-25T11:25:57.202298Z,230,"[{""start"":48,""end"":59,""text"":""पिंकी ईरानी"",""labels"":[""PROPN""]},{""start"":63,""end"":78,""text"":""सुकेश चंद्रशेखर"",""labels"":[""PROPN""]},{""start"":36,""end"":44,""text"":""शुक्रवार"",""labels"":[""PROPN""]},{""start"":0,""end"":3,""text"":""ANI"",""labels"":[""PROPN""]},{""start"":90,""end"":97,""text"":""भेजा है"",""labels"":[""VERB""]},{""start"":97,""end"":98,""text"":""।"",""labels"":[""X""]},{""start"":60,""end"":62,""text"":""और"",""labels"":[""CONJ""]},{""start"":79,""end"":89,""text"":""तिहाड़ जेल"",""labels"":[""PROPN""]},{""start"":33,""end"":35,""text"":""ने"",""labels"":[""ADP""]},{""start"":45,""end"":47,""text"":""को"",""labels"":[""ADP""]},{""start"":4,""end"":14,""text"":""के मुताबिक"",""labels"":[""ADP""]},{""start"":14,""end"":15,""text"":"","",""labels"":[""X""]},{""start"":15,""end"":18,""text"":"" ED"",""labels"":[""PROPN""]},{""start"":19,""end"":21,""text"":""के"",""labels"":[""ADP""]},{""start"":22,""end"":32,""text"":""अधिकारियों"",""labels"":[""NOUN""]}]",238.311,"ANI के मुताबिक, ED के अधिकारियों ने शुक्रवार को पिंकी ईरानी और सुकेश चंद्रशेखर तिहाड़ जेल भेजा है।",2025-01-25T11:26:40.717091Z
33,1,2025-01-25T11:25:49.806423Z,231,"[{""start"":52,""end"":75,""text"":""कुचामन SHO हनुमान चौधरी"",""labels"":[""PROPN""]},{""start"":78,""end"":100,""text"":""नावां SHO धर्मेश दायमा"",""labels"":[""PROPN""]},{""start"":29,""end"":50,""text"":""कुचामन CO संजीव कटेवा"",""labels"":[""PROPN""]},{""start"":76,""end"":77,""text"":""व"",""labels"":[""CONJ""]},{""start"":101,""end"":113,""text"":""क्यूआरटी टीम"",""labels"":[""PROPN""]},{""start"":119,""end"":123,""text"":""युवक"",""labels"":[""NOUN""]},{""start"":0,""end"":5,""text"":""आरोपी"",""labels"":[""NOUN""]},{""start"":136,""end"":138,""text"":""पर"",""labels"":[""PART""]},{""start"":139,""end"":145,""text"":""पहुंचे"",""labels"":[""VERB""]},{""start"":145,""end"":146,""text"":""।"",""labels"":[""X""]},{""start"":124,""end"":130,""text"":""के साथ"",""labels"":[""ADP""]},{""start"":131,""end"":135,""text"":""मौके"",""labels"":[""NOUN""]},{""start"":6,""end"":19,""text"":""गिरफ्तारसूचना"",""labels"":[""NOUN""]},{""start"":20,""end"":28,""text"":""मिलते ही"",""labels"":[""ADP""]},{""start"":114,""end"":118,""text"":""लेकर"",""labels"":[""VERB""]}]",243.974,"आरोपी गिरफ्तारसूचना मिलते ही कुचामन CO संजीव कटेवा, कुचामन SHO हनुमान चौधरी व नावां SHO धर्मेश दायमा क्यूआरटी टीम लेकर युवक के साथ मौके पर पहुंचे।",2025-01-25T11:25:49.806423Z
35,1,2025-01-25T11:26:02.945696Z,232,"[{""start"":0,""end"":4,""text"":""BCCI"",""labels"":[""PROPN""]},{""start"":38,""end"":63,""text"":""क्रिकेट ऑस्ट्रेलिया (CA) "",""labels"":[""PROPN""]},{""start"":6,""end"":34,""text"":""इंग्लैंड क्रिकेट बोर्ड (ECB)"",""labels"":[""PROPN""]},{""start"":100,""end"":105,""text"":""विरोध"",""labels"":[""VERB""]},{""start"":106,""end"":108,""text"":""कर"",""labels"":[""ADP""]},{""start"":109,""end"":116,""text"":""चुका है"",""labels"":[""VERB""]},{""start"":116,""end"":117,""text"":""।"",""labels"":[""X""]},{""start"":4,""end"":5,""text"":"","",""labels"":[""X""]},{""start"":35,""end"":37,""text"":""और"",""labels"":[""CONJ""]},{""start"":71,""end"":77,""text"":""कई बार"",""labels"":[""ADJ""]},{""start"":63,""end"":70,""text"":""पहले ही"",""labels"":[""ADV""]},{""start"":78,""end"":90,""text"":""बोर्ड मीटिंग"",""labels"":[""NOUN""]},{""start"":91,""end"":94,""text"":""में"",""labels"":[""ADP""]},{""start"":95,""end"":99,""text"":""इसका"",""labels"":[""DET""]}]",282.528,"BCCI, इंग्लैंड क्रिकेट बोर्ड (ECB) और क्रिकेट ऑस्ट्रेलिया (CA) पहले ही कई बार बोर्ड मीटिंग में इसका विरोध कर चुका है।",2025-01-25T11:26:02.945696Z
36,1,2025-01-25T11:27:45.202708Z,233,"[{""start"":16,""end"":18,""text"":""GT"",""labels"":[""PROPN""]},{""start"":22,""end"":25,""text"":""SRH"",""labels"":[""PROPN""]},{""start"":56,""end"":64,""text"":""हैदराबाद"",""labels"":[""PROPN""]},{""start"":80,""end"":90,""text"":""उमरान मलिक"",""labels"":[""PROPN""]},{""start"":103,""end"":111,""text"":""जीत लिया"",""labels"":[""VERB""]},{""start"":111,""end"":112,""text"":""।"",""labels"":[""X""]},{""start"":48,""end"":49,""text"":"","",""labels"":[""X""]},{""start"":8,""end"":11,""text"":""मैच"",""labels"":[""NOUN""]},{""start"":0,""end"":7,""text"":""रोमांचक"",""labels"":[""ADJ""]},{""start"":40,""end"":48,""text"":""हरा दिया"",""labels"":[""VERB""]},{""start"":50,""end"":55,""text"":""लेकिन"",""labels"":[""CONJ""]},{""start"":72,""end"":79,""text"":""गेंदबाज"",""labels"":[""NOUN""]},{""start"":68,""end"":71,""text"":""तेज"",""labels"":[""ADJ""]},{""start"":99,""end"":102,""text"":""दिल"",""labels"":[""NOUN""]},{""start"":94,""end"":98,""text"":""सबका"",""labels"":[""PRON""]},{""start"":91,""end"":93,""text"":""ने"",""labels"":[""ADP""]},{""start"":65,""end"":67,""text"":""के"",""labels"":[""ADP""]},{""start"":37,""end"":39,""text"":""से"",""labels"":[""ADP""]},{""start"":26,""end"":28,""text"":""को"",""labels"":[""ADP""]},{""start"":19,""end"":21,""text"":""ने"",""labels"":[""ADP""]},{""start"":12,""end"":15,""text"":""में"",""labels"":[""ADP""]},{""start"":29,""end"":36,""text"":""5 विकेट"",""labels"":[""NOUN""]}]",283.302,"रोमांचक मैच में GT ने SRH को 5 विकेट से हरा दिया, लेकिन हैदराबाद के तेज गेंदबाज उमरान मलिक ने सबका दिल जीत लिया।",2025-01-25T11:27:45.202708Z
37,1,2025-01-25T11:28:07.822707Z,234,"[{""start"":0,""end"":25,""text"":""इंडियन प्रीमियर लीग (IPL)"",""labels"":[""PROPN""]},{""start"":44,""end"":48,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":37,""end"":40,""text"":""मैच"",""labels"":[""NOUN""]},{""start"":90,""end"":93,""text"":""UAE"",""labels"":[""PROPN""]},{""start"":103,""end"":107,""text"":""लगभग"",""labels"":[""ADV""]},{""start"":98,""end"":102,""text"":""होना"",""labels"":[""ADJ""]},{""start"":108,""end"":113,""text"":""तय है"",""labels"":[""VERB""]},{""start"":113,""end"":114,""text"":""।"",""labels"":[""X""]},{""start"":52,""end"":59,""text"":""मेजबानी"",""labels"":[""VERB""]},{""start"":49,""end"":51,""text"":""की"",""labels"":[""PART""]},{""start"":64,""end"":73,""text"":""होने वाला"",""labels"":[""VERB""]},{""start"":29,""end"":36,""text"":""बचे हुए"",""labels"":[""ADJ""]},{""start"":41,""end"":43,""text"":""और"",""labels"":[""CONJ""]},{""start"":26,""end"":28,""text"":""के"",""labels"":[""ADP""]},{""start"":93,""end"":97,""text"":"" में"",""labels"":[""ADP""]},{""start"":60,""end"":63,""text"":""में"",""labels"":[""ADP""]},{""start"":74,""end"":79,""text"":""टी-20"",""labels"":[""PROPN""]},{""start"":80,""end"":89,""text"":""वर्ल्ड कप"",""labels"":[""NOUN""]}]",272.43,इंडियन प्रीमियर लीग (IPL) के बचे हुए मैच और भारत की मेजबानी में होने वाला टी-20 वर्ल्ड कप UAE में होना लगभग तय है।,2025-01-25T11:28:07.822707Z
38,1,2025-01-25T11:28:12.920320Z,235,"[{""start"":11,""end"":25,""text"":""SP जेजे रेड्डी"",""labels"":[""PROPN""]},{""start"":38,""end"":50,""text"":""दीपिका शर्मा"",""labels"":[""PROPN""]},{""start"":58,""end"":67,""text"":""रवि शर्मा"",""labels"":[""PROPN""]},{""start"":68,""end"":72,""text"":""CISF"",""labels"":[""PROPN""]},{""start"":54,""end"":57,""text"":""पति"",""labels"":[""NOUN""]},{""start"":0,""end"":7,""text"":""मंगलवार"",""labels"":[""PROPN""]},{""start"":29,""end"":34,""text"":""बताया"",""labels"":[""VERB""]},{""start"":77,""end"":87,""text"":""कार्यरत है"",""labels"":[""VERB""]},{""start"":87,""end"":88,""text"":""।"",""labels"":[""X""]},{""start"":73,""end"":76,""text"":""में"",""labels"":[""ADP""]},{""start"":51,""end"":53,""text"":""का"",""labels"":[""ADP""]},{""start"":35,""end"":37,""text"":""कि"",""labels"":[""ADP""]},{""start"":26,""end"":28,""text"":""ने"",""labels"":[""ADP""]},{""start"":8,""end"":10,""text"":""को"",""labels"":[""ADP""]}]",204.817,मंगलवार को SP जेजे रेड्डी ने बताया कि दीपिका शर्मा का पति रवि शर्मा CISF में कार्यरत है।,2025-01-25T11:28:12.920320Z
39,1,2025-01-25T11:28:53.837939Z,236,"[{""start"":0,""end"":3,""text"":""IPL"",""labels"":[""PROPN""]},{""start"":60,""end"":80,""text"":""राजस्थान रॉयल्स (RR)"",""labels"":[""PROPN""]},{""start"":88,""end"":98,""text"":""खेला जाएगा"",""labels"":[""VERB""]},{""start"":98,""end"":99,""text"":""।"",""labels"":[""X""]},{""start"":7,""end"":12,""text"":""13वें"",""labels"":[""NUM""]},{""start"":13,""end"":17,""text"":""सीजन"",""labels"":[""NOUN""]},{""start"":21,""end"":26,""text"":""50वां"",""labels"":[""NUM""]},{""start"":27,""end"":30,""text"":""मैच"",""labels"":[""NOUN""]},{""start"":81,""end"":87,""text"":""के बीच"",""labels"":[""CONJ""]},{""start"":57,""end"":59,""text"":""और"",""labels"":[""CONJ""]},{""start"":18,""end"":20,""text"":""का"",""labels"":[""ADP""]},{""start"":4,""end"":6,""text"":""के"",""labels"":[""ADP""]},{""start"":31,""end"":56,""text"":""किंग्स इलेवन पंजाब (KXIP)"",""labels"":[""PROPN""]}]",226.63,IPL के 13वें सीजन का 50वां मैच किंग्स इलेवन पंजाब (KXIP) और राजस्थान रॉयल्स (RR) के बीच खेला जाएगा।,2025-01-25T11:28:53.837939Z
40,1,2025-01-25T11:38:51.088579Z,237,"[{""start"":97,""end"":111,""text"":""वनप्लस 7T प्रो"",""labels"":[""PROPN""]},{""start"":84,""end"":93,""text"":""वनप्लस 7T"",""labels"":[""PROPN""]},{""start"":73,""end"":83,""text"":""स्मार्टफोन"",""labels"":[""NOUN""]},{""start"":0,""end"":11,""text"":""गैजेट डेस्क"",""labels"":[""NOUN""]},{""start"":60,""end"":72,""text"":""मोस्ट अवेटेड"",""labels"":[""ADJ""]},{""start"":13,""end"":15,""text"":""26"",""labels"":[""NUM""]},{""start"":11,""end"":12,""text"":""."",""labels"":[""X""]},{""start"":16,""end"":22,""text"":""सितंबर"",""labels"":[""PROPN""]},{""start"":26,""end"":30,""text"":""चीनी"",""labels"":[""ADJ""]},{""start"":31,""end"":41,""text"":""स्मार्टफोन"",""labels"":[""NOUN""]},{""start"":42,""end"":47,""text"":""कंपनी"",""labels"":[""NOUN""]},{""start"":48,""end"":54,""text"":""वनप्लस"",""labels"":[""PROPN""]},{""start"":94,""end"":96,""text"":""और"",""labels"":[""CONJ""]},{""start"":115,""end"":126,""text"":""लॉन्च करेगी"",""labels"":[""VERB""]},{""start"":126,""end"":127,""text"":""।"",""labels"":[""X""]},{""start"":55,""end"":59,""text"":""अपने"",""labels"":[""PRON""]},{""start"":112,""end"":114,""text"":""को"",""labels"":[""ADP""]},{""start"":23,""end"":26,""text"":""को "",""labels"":[""ADP""]}]",289.137,गैजेट डेस्क. 26 सितंबर को चीनी स्मार्टफोन कंपनी वनप्लस अपने मोस्ट अवेटेड स्मार्टफोन वनप्लस 7T और वनप्लस 7T प्रो को लॉन्च करेगी।,2025-01-25T11:38:51.088579Z
41,1,2025-01-25T11:39:27.217273Z,238,"[{""start"":15,""end"":41,""text"":""सीरम इंस्टीट्यूट ऑफ इंडिया"",""labels"":[""PROPN""]},{""start"":45,""end"":54,""text"":""कोविशील्ड"",""labels"":[""PROPN""]},{""start"":55,""end"":63,""text"":"" मॉडर्ना"",""labels"":[""PROPN""]},{""start"":65,""end"":78,""text"":""एस्ट्राजेनेका"",""labels"":[""PROPN""]},{""start"":80,""end"":85,""text"":""फाइजर"",""labels"":[""PROPN""]},{""start"":87,""end"":104,""text"":""जाॅनसन एंड जाॅनसन"",""labels"":[""PROPN""]},{""start"":108,""end"":122,""text"":""सिनोफार्म\/VVIP"",""labels"":[""PROPN""]},{""start"":126,""end"":133,""text"":""वैक्सीन"",""labels"":[""NOUN""]},{""start"":134,""end"":143,""text"":""शामिल हैं"",""labels"":[""VERB""]},{""start"":143,""end"":144,""text"":""।"",""labels"":[""X""]},{""start"":105,""end"":107,""text"":""और"",""labels"":[""CONJ""]},{""start"":42,""end"":44,""text"":""की"",""labels"":[""ADP""]},{""start"":11,""end"":14,""text"":""में"",""labels"":[""ADP""]},{""start"":123,""end"":125,""text"":""की"",""labels"":[""ADP""]},{""start"":0,""end"":3,""text"":""WHO"",""labels"":[""PROPN""]},{""start"":7,""end"":10,""text"":""EUL"",""labels"":[""PROPN""]},{""start"":4,""end"":6,""text"":""की"",""labels"":[""ADP""]}]",245.871,"WHO की EUL में सीरम इंस्टीट्यूट ऑफ इंडिया की कोविशील्ड, मॉडर्ना, एस्ट्राजेनेका, फाइजर, जाॅनसन एंड जाॅनसन और सिनोफार्म/VVIP की वैक्सीन शामिल हैं।",2025-01-25T11:39:27.217273Z
42,1,2025-01-25T11:39:43.917995Z,239,"[{""start"":0,""end"":36,""text"":""रक्षा अनुसंधान और विकास संगठन (DRDO)"",""labels"":[""PROPN""]},{""start"":40,""end"":48,""text"":""एंटीबॉडी"",""labels"":[""NOUN""]},{""start"":52,""end"":56,""text"":""जांच"",""labels"":[""VERB""]},{""start"":49,""end"":51,""text"":""की"",""labels"":[""ADP""]},{""start"":37,""end"":39,""text"":""ने"",""labels"":[""ADP""]},{""start"":89,""end"":96,""text"":""बनाई है"",""labels"":[""VERB""]},{""start"":96,""end"":97,""text"":""।"",""labels"":[""X""]},{""start"":57,""end"":63,""text"":""के लिए"",""labels"":[""ADP""]},{""start"":64,""end"":88,""text"":""डिप्कोवैन (Dipcovan) किट"",""labels"":[""PROPN""]}]",233.313,रक्षा अनुसंधान और विकास संगठन (DRDO) ने एंटीबॉडी की जांच के लिए डिप्कोवैन (Dipcovan) किट बनाई है।,2025-01-25T11:39:43.917995Z
